id,uuid,first_name,last_name,username,email,start_date,end_date,content
29,ac9efba6-0a9d-4faf-b71a-9666fbac7110,otelia,lubowitz,charity,donte_nitzsche@yahoo.com,September 26 2016 00:34,1562643476,"data_embed(%Man is driven to create; I know I really love to create things. And while I'm not good at painting, drawing, or music, I can write software.Ruby inherited the Perl philosophy of having more than one way to do the same thing. I inherited that philosophy from Larry Wall, who is my hero actually. I want to make Ruby users free. I want to give them the freedom to choose.%)"
30,1cf976cd-ef6d-4298-92aa-208e7a503675,REED,Abshire,CARROLL_GISLASON,grady@yahoo.com,January 08 2018 17:13,1423486363,"data_embed(%Actually, I didn't make the claim that Ruby follows the principle of least surprise. Someone felt the design of Ruby follows that philosophy, so they started saying that. I didn't bring that up, actually.Plant a memory, plant a tree, do it today for tomorrow.Ruby inherited the Perl philosophy of having more than one way to do the same thing. I inherited that philosophy from Larry Wall, who is my hero actually. I want to make Ruby users free. I want to give them the freedom to choose.%)"
31,815d8321-bea9-4780-84e9-d998b00c5214,RASHAD,swaniawski,glynis_grady,lakeisha@gmail.com,October 23 2019 06:31,1497110482,"data_embed(%I believe consistency and orthogonality are tools of design, not the primary goal in design.Because of the Turing completeness theory, everything one Turing-complete language can do can theoretically be done by another Turing-complete language, but at a different cost. You can do everything in assembler, but no one wants to program in assembler anymore.%)"
32,8dea06a9-8c9e-447f-9763-908a0d665fbe,BUDDY,HOPPE,SARAH_BECKER,lionel.ruecker@yahoo.com,August 22 2015 16:54,1543636135,"data_embed(%I believe consistency and orthogonality are tools of design, not the primary goal in design.Imagine you are writing an email. You are in front of the computer. You are operating the computer, clicking a mouse and typing on a keyboard, but the message will be sent to a human over the internet. So you are working before the computer, but with a human behind the computer.%)"
33,70374a89-318e-4160-bc9b-90542d959e27,Marci,WILLMS,JEFFERSON,olevia@hotmail.com,July 28 2017 11:44,1423780601,"data_embed(%Ruby inherited the Perl philosophy of having more than one way to do the same thing. I inherited that philosophy from Larry Wall, who is my hero actually. I want to make Ruby users free. I want to give them the freedom to choose.It is not the responsibility of the language to force good looking code, but the language should make good looking code possible.Everyone has an individual background. Someone may come from Python, someone else may come from Perl, and they may be surprised by different aspects of the language. Then they come up to me and say, 'I was surprised by this feature of the language, so therefore Ruby violates the principle of least surprise.' Wait. Wait. The principle of least surprise is not for you only.%)"
34,ac88c2e8-b1b1-4da1-9941-f9aa4839eeed,Yolonda,Kassulke,ELSE,lyda@gmail.com,July 27 2019 15:33,1452724041,"data_embed(%Plant a memory, plant a tree, do it today for tomorrow.%)"
35,a6480ee2-9c50-47b9-a11e-0f807a02a03e,COREEN,Breitenberg,QUEEN_JONES,marva@hotmail.com,March 21 2015 05:11,1556741861,"data_embed(%In our daily lives as programmers, we process text strings a lot. So I tried to work hard on text processing, namely the string class and regular expressions. Regular expressions are built into the language and are very tuned up for use.It is not the responsibility of the language to force good looking code, but the language should make good looking code possible.%)"
36,2ddf8117-2340-4037-9d89-15c0e583ae6f,felix,daniel,SHEILAH,harris@hotmail.com,September 04 2015 20:20,1480220592,"data_embed(%You want to enjoy life, don't you? If you get your job done quickly and your job is fun, that's good isn't it? That's the purpose of life, partly. Your life is better.%)"
37,2fe63934-05d7-40e3-a627-d86cd7d76b24,DONN,kohler,mozelle,albertha@yahoo.com,March 16 2018 02:31,1445050555,"data_embed(%I believe consistency and orthogonality are tools of design, not the primary goal in design.I believe that the purpose of life is, at least in part, to be happy. Based on this belief, Ruby is designed to make programming not only easy but also fun. It allows you to concentrate on the creative side of programming, with less stress.%)"
38,6ee166fe-d620-41f3-954b-5e2edbce61d8,huey,kub,MICAELA,eveline_kreiger@yahoo.com,January 03 2017 17:46,1499364789,"data_embed(%In our daily lives as programmers, we process text strings a lot. So I tried to work hard on text processing, namely the string class and regular expressions. Regular expressions are built into the language and are very tuned up for use.I believe consistency and orthogonality are tools of design, not the primary goal in design.%)"
39,1477ae75-f90d-492a-a3bb-417021565c33,ismael,Swift,whitney_feeney,brice_lang@hotmail.com,August 09 2018 02:36,1552371441,"data_embed(%It is not the responsibility of the language to force good looking code, but the language should make good looking code possible.The orthogonal features, when combined, can explode into complexity.%)"
40,ab6405bd-08c8-48bb-af44-e6503ca922c8,Elisha,Lehner,lora.pollich,mohammed@hotmail.com,February 15 2015 10:37,1461205893,"data_embed(%Language designers want to design the perfect language. They want to be able to say, 'My language is perfect. It can do everything.' But it's just plain impossible to design a perfect language, because there are two ways to look at a language. One way is by looking at what can be done with that language. The other is by looking at how we feel using that language-how we feel while programming.I believe that the purpose of life is, at least in part, to be happy. Based on this belief, Ruby is designed to make programming not only easy but also fun. It allows you to concentrate on the creative side of programming, with less stress.Actually, I didn't make the claim that Ruby follows the principle of least surprise. Someone felt the design of Ruby follows that philosophy, so they started saying that. I didn't bring that up, actually.%)"
41,3cfad4db-1881-4aeb-a7a3-08272517aa13,zachariah,MURPHY,garrett.satterfield,laurel.kassulke@yahoo.com,November 09 2015 13:03,1492351765,"data_embed(%Actually, I didn't make the claim that Ruby follows the principle of least surprise. Someone felt the design of Ruby follows that philosophy, so they started saying that. I didn't bring that up, actually.%)"
42,4c78c22a-0063-494f-b1dc-34490ec80b84,PHIL,Cruickshank,MORGAN,huong@hotmail.com,August 02 2018 10:57,1538943384,"data_embed(%Often people, especially computer engineers, focus on the machines. But in fact we need to focus on humans, on how humans care about doing programming or operating the application of the machines.%)"
43,cb125d20-4d2b-49ff-89fc-d58cce1614a4,DALLAS,KLEIN,hai.bruen,marisela@hotmail.com,April 01 2019 05:04,1522091373,"data_embed(%I hope to see Ruby help every programmer in the world to be productive, and to enjoy programming, and to be happy. That is the primary purpose of Ruby language.People are different. People choose different criteria. But if there is a better way among many alternatives, I want to encourage that way by making it comfortable. So that's what I've tried to do.I believe consistency and orthogonality are tools of design, not the primary goal in design.%)"
44,a58275e1-74e9-4b6c-abbe-4bcb9a0a7bbc,RUDOLPH,cruickshank,han_donnelly,buford@yahoo.com,September 29 2017 09:59,1510695953,"data_embed(%Actually, I didn't make the claim that Ruby follows the principle of least surprise. Someone felt the design of Ruby follows that philosophy, so they started saying that. I didn't bring that up, actually.Everyone has an individual background. Someone may come from Python, someone else may come from Perl, and they may be surprised by different aspects of the language. Then they come up to me and say, 'I was surprised by this feature of the language, so therefore Ruby violates the principle of least surprise.' Wait. Wait. The principle of least surprise is not for you only.%)"
45,f78ce424-e4d0-408e-b7fc-2cadba6ea150,deedee,BEAHAN,lydia.stehr,margot_weimann@gmail.com,May 29 2018 05:58,1528232393,"data_embed(%The orthogonal features, when combined, can explode into complexity.Man is driven to create; I know I really love to create things. And while I'm not good at painting, drawing, or music, I can write software.%)"
46,189a574b-768d-42c7-9617-6a335b0b28ae,chang,Rau,joan.gaylord,dante@yahoo.com,September 08 2016 19:57,1427022065,"data_embed(%Often people, especially computer engineers, focus on the machines. But in fact we need to focus on humans, on how humans care about doing programming or operating the application of the machines.Imagine you are writing an email. You are in front of the computer. You are operating the computer, clicking a mouse and typing on a keyboard, but the message will be sent to a human over the internet. So you are working before the computer, but with a human behind the computer.Man is driven to create; I know I really love to create things. And while I'm not good at painting, drawing, or music, I can write software.%)"
47,9f300848-48fb-42e7-ad50-51ce5baf3b7b,cristopher,HYATT,jefferey_lemke,ramon_schmeler@hotmail.com,July 29 2019 11:15,1417263094,"data_embed(%It is not the responsibility of the language to force good looking code, but the language should make good looking code possible.I hope to see Ruby help every programmer in the world to be productive, and to enjoy programming, and to be happy. That is the primary purpose of Ruby language.%)"
48,16bc914f-923c-49a5-9e9b-ca0fadb087fb,julio,Ward,truman.hermiston,michal@hotmail.com,October 10 2018 07:40,1469625675,"data_embed(%Often people, especially computer engineers, focus on the machines. But in fact we need to focus on humans, on how humans care about doing programming or operating the application of the machines.Most programs are not write-once. They are reworked and rewritten again and again in their lived. Bugs must be debugged. Changing requirements and the need for increased functionality mean the program itself may be modified on an ongoing basis. During this process, human beings must be able to read and understand the original code. It is therefore more important by far for humans to be able to understand the program than it is for the computer.%)"
49,3af058fc-446c-476d-89fa-02c14b97fbf8,Joesph,turcotte,barry.lubowitz,tesha.powlowski@gmail.com,July 18 2017 07:17,1496311062,"data_embed(%Everyone has an individual background. Someone may come from Python, someone else may come from Perl, and they may be surprised by different aspects of the language. Then they come up to me and say, 'I was surprised by this feature of the language, so therefore Ruby violates the principle of least surprise.' Wait. Wait. The principle of least surprise is not for you only.I hope to see Ruby help every programmer in the world to be productive, and to enjoy programming, and to be happy. That is the primary purpose of Ruby language.Because of the Turing completeness theory, everything one Turing-complete language can do can theoretically be done by another Turing-complete language, but at a different cost. You can do everything in assembler, but no one wants to program in assembler anymore.%)"
50,fba9a830-4054-43f3-bc92-bef6b23eaa09,JONATHAN,LUEILWITZ,NIKI.KLOCKO,tiera.franecki@yahoo.com,October 27 2015 04:43,1549583864,"data_embed(%It is not the responsibility of the language to force good looking code, but the language should make good looking code possible.%)"
51,e3e896ba-8b94-4589-a23a-b43b416a6fbe,COLIN,RITCHIE,winston.haley,jeanne@hotmail.com,May 08 2019 12:22,1572413896,"data_embed(%Imagine you are writing an email. You are in front of the computer. You are operating the computer, clicking a mouse and typing on a keyboard, but the message will be sent to a human over the internet. So you are working before the computer, but with a human behind the computer.%)"
52,fac343f3-2614-4c9b-aa03-ac2d499831d5,Tricia,lehner,tandra.treutel,mahalia_schultz@gmail.com,June 27 2017 06:01,1498883486,"data_embed(%People are different. People choose different criteria. But if there is a better way among many alternatives, I want to encourage that way by making it comfortable. So that's what I've tried to do.I hope to see Ruby help every programmer in the world to be productive, and to enjoy programming, and to be happy. That is the primary purpose of Ruby language.%)"
53,5d1ac597-b455-4aa3-b365-668f1ffdb102,Orville,Olson,HARLAND,shae.braun@gmail.com,November 05 2016 21:49,1465639165,"data_embed(%Language designers want to design the perfect language. They want to be able to say, 'My language is perfect. It can do everything.' But it's just plain impossible to design a perfect language, because there are two ways to look at a language. One way is by looking at what can be done with that language. The other is by looking at how we feel using that language-how we feel while programming.%)"
54,aebd6398-b50d-4e0a-ab96-112f8b1f0a24,JEREMY,DIETRICH,ALVIN,wilmer_pfeffer@hotmail.com,December 19 2014 04:22,1569785012,"data_embed(%Sometimes people jot down pseudo-code on paper. If that pseudo-code runs directly on their computers, its best, isn't it? Ruby tries to be like that, like pseudo-code that runs. Python people say that too.In our daily lives as programmers, we process text strings a lot. So I tried to work hard on text processing, namely the string class and regular expressions. Regular expressions are built into the language and are very tuned up for use.Often people, especially computer engineers, focus on the machines. But in fact we need to focus on humans, on how humans care about doing programming or operating the application of the machines.%)"
55,1794a498-2850-4a07-9a3b-9bdc21204a4b,CATHERN,Herzog,ivory,romaine.strosin@hotmail.com,February 21 2017 12:05,1437116466,"data_embed(%Most programs are not write-once. They are reworked and rewritten again and again in their lived. Bugs must be debugged. Changing requirements and the need for increased functionality mean the program itself may be modified on an ongoing basis. During this process, human beings must be able to read and understand the original code. It is therefore more important by far for humans to be able to understand the program than it is for the computer.From the viewpoint of what you can do, therefore, languages do differ - but the differences are limited. For example, Python and Ruby provide almost the same power to the programmer.Actually, I didn't make the claim that Ruby follows the principle of least surprise. Someone felt the design of Ruby follows that philosophy, so they started saying that. I didn't bring that up, actually.%)"
56,0b8cb3dd-20c1-4a0c-b7a4-29846634d19f,MICAH,mraz,BRYAN_BORER,minh_rutherford@gmail.com,February 20 2015 18:07,1418310907,"data_embed(%In our daily lives as programmers, we process text strings a lot. So I tried to work hard on text processing, namely the string class and regular expressions. Regular expressions are built into the language and are very tuned up for use.Often people, especially computer engineers, focus on the machines. But in fact we need to focus on humans, on how humans care about doing programming or operating the application of the machines.%)"
57,9b75cf6f-cc71-4f37-a46d-fc0bdd3e9d5f,LE,leffler,jamel,roy@hotmail.com,May 24 2015 16:39,1561672562,"data_embed(%Sometimes people jot down pseudo-code on paper. If that pseudo-code runs directly on their computers, its best, isn't it? Ruby tries to be like that, like pseudo-code that runs. Python people say that too.%)"
58,56a943ce-deda-4fdb-b0b0-9bd2f843b316,lea,Crooks,VENNIE.BATZ,laurence_brekke@gmail.com,April 23 2019 12:15,1534545080,"data_embed(%Ruby inherited the Perl philosophy of having more than one way to do the same thing. I inherited that philosophy from Larry Wall, who is my hero actually. I want to make Ruby users free. I want to give them the freedom to choose.%)"
59,5d653d2e-b85f-4d58-9110-3aee6a5ac01a,DERRICK,emard,EDWIN_POUROS,elaine@hotmail.com,March 26 2015 04:47,1465996609,"data_embed(%I believe consistency and orthogonality are tools of design, not the primary goal in design.I believe that the purpose of life is, at least in part, to be happy. Based on this belief, Ruby is designed to make programming not only easy but also fun. It allows you to concentrate on the creative side of programming, with less stress.It is not the responsibility of the language to force good looking code, but the language should make good looking code possible.%)"
60,38fe7d60-c911-438e-9ba9-ce440c85ecec,SHIZUKO,nienow,ione_ritchie,charles@hotmail.com,October 28 2019 17:52,1478963657,"data_embed(%Everyone has an individual background. Someone may come from Python, someone else may come from Perl, and they may be surprised by different aspects of the language. Then they come up to me and say, 'I was surprised by this feature of the language, so therefore Ruby violates the principle of least surprise.' Wait. Wait. The principle of least surprise is not for you only.%)"
61,c82ce869-e518-4c00-b2c7-8081bc2b8383,STACIE,DURGAN,jay,chet@gmail.com,January 21 2016 03:35,1421396793,"data_embed(%Plant a memory, plant a tree, do it today for tomorrow.Often people, especially computer engineers, focus on the machines. But in fact we need to focus on humans, on how humans care about doing programming or operating the application of the machines.%)"
62,05f5e226-8394-4a46-938a-b0651cc64bfe,ramiro,Cormier,erwin_jacobson,gino.wilderman@hotmail.com,December 15 2016 07:55,1496714255,"data_embed(%The orthogonal features, when combined, can explode into complexity.%)"
63,bb41b0ad-62c0-4a82-baa7-cbaed2696f0c,arnetta,ziemann,wilson_murazik,ashanti.dickinson@gmail.com,March 23 2016 04:51,1468148863,"data_embed(%People are different. People choose different criteria. But if there is a better way among many alternatives, I want to encourage that way by making it comfortable. So that's what I've tried to do.%)"
64,ea73ea3c-9350-4e9b-ad7a-5f8559a793b2,OCTAVIO,FRAMI,delphia_borer,noble_langosh@hotmail.com,May 23 2018 20:15,1480732407,"data_embed(%Most of the tasks we do are for humans. For example, a tax calculation is counting numbers so the government can pull money out from my wallet, but government consists of humans.Plant a memory, plant a tree, do it today for tomorrow.%)"
65,89773270-e7a1-47b4-a0b9-95ebee288cac,DANIEL,Herzog,HYMAN.HAND,rob@hotmail.com,February 22 2018 00:47,1469962306,"data_embed(%Plant a memory, plant a tree, do it today for tomorrow.Everyone has an individual background. Someone may come from Python, someone else may come from Perl, and they may be surprised by different aspects of the language. Then they come up to me and say, 'I was surprised by this feature of the language, so therefore Ruby violates the principle of least surprise.' Wait. Wait. The principle of least surprise is not for you only.%)"
66,7132fffc-702d-4fc0-8226-c32a929ddc9b,Alfonzo,STROMAN,NELLA.BRADTKE,melani.wunsch@yahoo.com,July 26 2015 17:23,1562515601,"data_embed(%People are different. People choose different criteria. But if there is a better way among many alternatives, I want to encourage that way by making it comfortable. So that's what I've tried to do.Imagine you are writing an email. You are in front of the computer. You are operating the computer, clicking a mouse and typing on a keyboard, but the message will be sent to a human over the internet. So you are working before the computer, but with a human behind the computer.%)"
67,f0a31615-efb7-4783-ad3c-b4eb9fbbd403,roseann,MRAZ,DILLON,lela.sawayn@hotmail.com,February 11 2018 05:17,1514017181,"data_embed(%Ruby inherited the Perl philosophy of having more than one way to do the same thing. I inherited that philosophy from Larry Wall, who is my hero actually. I want to make Ruby users free. I want to give them the freedom to choose.%)"
